[32m[I 2025-01-17 18:26:57,134][0m A new study created in memory with name: no-name-94544f8e-52d5-44c6-a150-4df36c61bf11[0m
[32m[I 2025-01-17 18:27:21,771][0m Trial 0 finished with value: 0.11176836490631104 and parameters: {'observation_period_num': 180, 'train_rates': 0.9819964165360282, 'learning_rate': 0.0003265347071717479, 'batch_size': 241, 'step_size': 2, 'gamma': 0.8308205912991815}. Best is trial 0 with value: 0.11176836490631104.[0m
[32m[I 2025-01-17 18:42:57,011][0m Trial 11 finished with value: 0.0007120361740763611 and parameters: {'observation_period_num': 238, 'train_rates': 0.8806094070741873, 'learning_rate': 9.633239510071121e-05, 'batch_size': 25, 'step_size': 5, 'gamma': 0.8655573327172255}. Best is trial 11 with value: 0.0007120361740763611.[0m
[32m[I 2025-01-17 18:44:05,295][0m Trial 12 finished with value: 0.05965367928147316 and parameters: {'observation_period_num': 240, 'train_rates': 0.8662397782935634, 'learning_rate': 4.219629317494139e-05, 'batch_size': 73, 'step_size': 5, 'gamma': 0.8488523650280373}. Best is trial 11 with value: 0.0007120361740763611.[0m
[32m[I 2025-01-17 18:49:40,885][0m Trial 13 finished with value: 0.00015346064688675948 and parameters: {'observation_period_num': 74, 'train_rates': 0.9268143744979254, 'learning_rate': 7.801094238127571e-05, 'batch_size': 16, 'step_size': 5, 'gamma': 0.8704365516088534}. Best is trial 13 with value: 0.00015346064688675948.[0m
[32m[I 2025-01-17 18:50:15,351][0m Trial 14 finished with value: 0.038059089332818985 and parameters: {'observation_period_num': 67, 'train_rates': 0.9461593652768613, 'learning_rate': 4.635190548717176e-05, 'batch_size': 164, 'step_size': 10, 'gamma': 0.862540978944678}. Best is trial 13 with value: 0.00015346064688675948.[0m
[32m[I 2025-01-17 18:51:12,183][0m Trial 15 finished with value: 0.05443609776191933 and parameters: {'observation_period_num': 207, 'train_rates': 0.9223008958716131, 'learning_rate': 0.00011533546383285296, 'batch_size': 92, 'step_size': 4, 'gamma': 0.7989104255159601}. Best is trial 13 with value: 0.00015346064688675948.[0m
[32m[I 2025-01-17 18:54:59,351][0m Trial 16 finished with value: 1.2550836345326388e-05 and parameters: {'observation_period_num': 77, 'train_rates': 0.9767600539337761, 'learning_rate': 1.7745713337681777e-05, 'batch_size': 24, 'step_size': 10, 'gamma': 0.8663487794853895}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 18:56:38,062][0m Trial 17 finished with value: 0.004010024480521679 and parameters: {'observation_period_num': 72, 'train_rates': 0.9841441356832135, 'learning_rate': 1.7723436581147552e-05, 'batch_size': 58, 'step_size': 15, 'gamma': 0.9496984585620418}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 18:57:12,632][0m Trial 18 finished with value: 0.07818438857793808 and parameters: {'observation_period_num': 49, 'train_rates': 0.9475350880368457, 'learning_rate': 2.238489930822128e-05, 'batch_size': 164, 'step_size': 10, 'gamma': 0.8315227946675913}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:02:35,398][0m Trial 19 finished with value: 2.4347619998750178e-05 and parameters: {'observation_period_num': 98, 'train_rates': 0.9873709759525007, 'learning_rate': 5.5465543222786217e-05, 'batch_size': 17, 'step_size': 12, 'gamma': 0.9894317159305234}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:03:29,260][0m Trial 20 finished with value: 0.04237022623419762 and parameters: {'observation_period_num': 91, 'train_rates': 0.9896605951770419, 'learning_rate': 1.3182954448242504e-05, 'batch_size': 108, 'step_size': 12, 'gamma': 0.9308289544933518}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:05:22,782][0m Trial 21 finished with value: 0.00020273333597329657 and parameters: {'observation_period_num': 98, 'train_rates': 0.9088365001234413, 'learning_rate': 6.055437449636341e-05, 'batch_size': 47, 'step_size': 12, 'gamma': 0.9830281388716889}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:08:39,561][0m Trial 22 finished with value: 0.00016041789331211476 and parameters: {'observation_period_num': 38, 'train_rates': 0.9618285073046976, 'learning_rate': 3.018835857944716e-05, 'batch_size': 28, 'step_size': 9, 'gamma': 0.8773169120462833}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:12:33,907][0m Trial 23 finished with value: 0.0002319748155212409 and parameters: {'observation_period_num': 54, 'train_rates': 0.9175441723741056, 'learning_rate': 8.933449113508201e-05, 'batch_size': 23, 'step_size': 14, 'gamma': 0.7510731089845248}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:14:02,582][0m Trial 24 finished with value: 0.09681951848127074 and parameters: {'observation_period_num': 100, 'train_rates': 0.958988791654918, 'learning_rate': 0.0005653754548270582, 'batch_size': 63, 'step_size': 12, 'gamma': 0.9324744194324855}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:16:22,965][0m Trial 25 finished with value: 0.0020286452878887453 and parameters: {'observation_period_num': 17, 'train_rates': 0.9593915131339849, 'learning_rate': 2.5362191921087603e-05, 'batch_size': 40, 'step_size': 8, 'gamma': 0.845474430455445}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:17:23,947][0m Trial 26 finished with value: 0.02606362947728485 and parameters: {'observation_period_num': 80, 'train_rates': 0.8269733467879679, 'learning_rate': 6.439096928692213e-05, 'batch_size': 85, 'step_size': 11, 'gamma': 0.8064642922615103}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:22:40,624][0m Trial 27 finished with value: 0.05482274267369279 and parameters: {'observation_period_num': 105, 'train_rates': 0.882186744692456, 'learning_rate': 0.0001755781348935884, 'batch_size': 16, 'step_size': 9, 'gamma': 0.9835266574630213}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:24:55,076][0m Trial 28 finished with value: 0.0280696255928379 and parameters: {'observation_period_num': 55, 'train_rates': 0.9190180948798264, 'learning_rate': 1.5512856079714374e-05, 'batch_size': 40, 'step_size': 7, 'gamma': 0.8868643410154383}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:26:20,923][0m Trial 29 finished with value: 0.003522624960169196 and parameters: {'observation_period_num': 152, 'train_rates': 0.9871061309978099, 'learning_rate': 0.00034019880323904044, 'batch_size': 66, 'step_size': 3, 'gamma': 0.849575609064595}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:26:43,954][0m Trial 30 finished with value: 0.08701728284358978 and parameters: {'observation_period_num': 166, 'train_rates': 0.9640608891665221, 'learning_rate': 3.86245043362395e-05, 'batch_size': 254, 'step_size': 15, 'gamma': 0.8278295526673194}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:29:23,696][0m Trial 31 finished with value: 2.0435868551114412e-05 and parameters: {'observation_period_num': 35, 'train_rates': 0.960970176224678, 'learning_rate': 2.8007616502614694e-05, 'batch_size': 36, 'step_size': 9, 'gamma': 0.8795958174845291}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:34:48,407][0m Trial 32 finished with value: 0.0011336009401736403 and parameters: {'observation_period_num': 34, 'train_rates': 0.9361158514544788, 'learning_rate': 7.523048097594314e-06, 'batch_size': 17, 'step_size': 11, 'gamma': 0.8718112854210558}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:37:11,321][0m Trial 33 finished with value: 6.143382297792565e-05 and parameters: {'observation_period_num': 83, 'train_rates': 0.9003867758258471, 'learning_rate': 2.7435388036609803e-05, 'batch_size': 37, 'step_size': 13, 'gamma': 0.9428901276304557}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:38:04,719][0m Trial 34 finished with value: 0.04339025295536283 and parameters: {'observation_period_num': 87, 'train_rates': 0.9015993894107035, 'learning_rate': 2.6934275065805033e-05, 'batch_size': 100, 'step_size': 13, 'gamma': 0.9652411940959036}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:40:29,928][0m Trial 35 finished with value: 0.013608017936348915 and parameters: {'observation_period_num': 110, 'train_rates': 0.9670017917523955, 'learning_rate': 9.753061533860597e-06, 'batch_size': 38, 'step_size': 13, 'gamma': 0.9466489212579594}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:41:05,355][0m Trial 36 finished with value: 0.3221339329625621 and parameters: {'observation_period_num': 64, 'train_rates': 0.7156307010083431, 'learning_rate': 2.5719901034322052e-06, 'batch_size': 134, 'step_size': 11, 'gamma': 0.9892142900923538}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:42:37,068][0m Trial 37 finished with value: 0.1365312677950947 and parameters: {'observation_period_num': 133, 'train_rates': 0.9426365523748588, 'learning_rate': 4.580244929485811e-06, 'batch_size': 58, 'step_size': 9, 'gamma': 0.9068233275535421}. Best is trial 16 with value: 1.2550836345326388e-05.[0m
[32m[I 2025-01-17 19:45:14,894][0m Trial 38 finished with value: 2.8777101852619445e-06 and parameters: {'observation_period_num': 44, 'train_rates': 0.9738864624323779, 'learning_rate': 2.0509476392373025e-05, 'batch_size': 36, 'step_size': 14, 'gamma': 0.9648031879795989}. Best is trial 38 with value: 2.8777101852619445e-06.[0m
[32m[I 2025-01-17 19:47:08,571][0m Trial 39 finished with value: 0.007552366307074273 and parameters: {'observation_period_num': 18, 'train_rates': 0.9727767137836936, 'learning_rate': 1.2056038560927086e-05, 'batch_size': 51, 'step_size': 14, 'gamma': 0.9670922876197275}. Best is trial 38 with value: 2.8777101852619445e-06.[0m
[32m[I 2025-01-17 19:47:52,330][0m Trial 40 finished with value: 0.06913845208909014 and parameters: {'observation_period_num': 43, 'train_rates': 0.8575420022243279, 'learning_rate': 1.8441333594506984e-05, 'batch_size': 123, 'step_size': 14, 'gamma': 0.917735481488549}. Best is trial 38 with value: 2.8777101852619445e-06.[0m
[32m[I 2025-01-17 19:50:33,086][0m Trial 41 finished with value: 1.1673130302369827e-06 and parameters: {'observation_period_num': 56, 'train_rates': 0.9897724545548944, 'learning_rate': 4.227610724378583e-05, 'batch_size': 36, 'step_size': 13, 'gamma': 0.972789562071303}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 19:53:24,689][0m Trial 42 finished with value: 0.0001669346996250835 and parameters: {'observation_period_num': 62, 'train_rates': 0.9860209626349978, 'learning_rate': 5.045536430152484e-05, 'batch_size': 34, 'step_size': 12, 'gamma': 0.9677033529788761}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 19:54:46,294][0m Trial 43 finished with value: 0.0015835603019998719 and parameters: {'observation_period_num': 23, 'train_rates': 0.9430389249977251, 'learning_rate': 3.794743352937865e-05, 'batch_size': 70, 'step_size': 10, 'gamma': 0.9779584865330926}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 19:55:15,335][0m Trial 44 finished with value: 0.11768440157175064 and parameters: {'observation_period_num': 41, 'train_rates': 0.9750503860708478, 'learning_rate': 7.070918873889386e-06, 'batch_size': 211, 'step_size': 13, 'gamma': 0.9554063373242541}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 19:56:34,883][0m Trial 45 finished with value: 0.21979059416311558 and parameters: {'observation_period_num': 29, 'train_rates': 0.6289649696953258, 'learning_rate': 0.00014353185815318425, 'batch_size': 53, 'step_size': 11, 'gamma': 0.8933929704388545}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 19:59:27,946][0m Trial 46 finished with value: 0.0013438370921389849 and parameters: {'observation_period_num': 5, 'train_rates': 0.8127975321215549, 'learning_rate': 2.0097350553441084e-05, 'batch_size': 29, 'step_size': 14, 'gamma': 0.9770881775282593}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 20:00:29,426][0m Trial 47 finished with value: 0.10979854669722337 and parameters: {'observation_period_num': 122, 'train_rates': 0.7821497072126438, 'learning_rate': 6.568070047464067e-05, 'batch_size': 79, 'step_size': 15, 'gamma': 0.9231051855579677}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 20:02:24,152][0m Trial 48 finished with value: 0.000166821922544508 and parameters: {'observation_period_num': 50, 'train_rates': 0.9515393544434883, 'learning_rate': 3.2700152604213664e-05, 'batch_size': 48, 'step_size': 8, 'gamma': 0.9552242851209625}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 20:02:58,869][0m Trial 49 finished with value: 0.10650656112073141 and parameters: {'observation_period_num': 70, 'train_rates': 0.9278140525984596, 'learning_rate': 1.0174394634393746e-05, 'batch_size': 163, 'step_size': 7, 'gamma': 0.9363208219744998}. Best is trial 41 with value: 1.1673130302369827e-06.[0m
[32m[I 2025-01-17 20:02:58,873][0m A new study created in memory with name: no-name-46537348-6f99-471f-8887-0ebbb6b06f21[0m
[32m[I 2025-01-17 20:03:32,727][0m Trial 0 finished with value: 0.11273061447754139 and parameters: {'observation_period_num': 34, 'train_rates': 0.8322192082486521, 'learning_rate': 6.892968767790549e-06, 'batch_size': 160, 'step_size': 6, 'gamma': 0.985521025006036}. Best is trial 0 with value: 0.11273061447754139.[0m
[32m[I 2025-01-17 20:04:18,991][0m Trial 1 finished with value: 0.15258654952049255 and parameters: {'observation_period_num': 186, 'train_rates': 0.9880517831402421, 'learning_rate': 2.568586139222194e-06, 'batch_size': 122, 'step_size': 12, 'gamma': 0.7630133081216299}. Best is trial 0 with value: 0.11273061447754139.[0m
[32m[I 2025-01-17 20:06:59,234][0m Trial 2 finished with value: 0.0007438701757773823 and parameters: {'observation_period_num': 186, 'train_rates': 0.9595257944895359, 'learning_rate': 0.0009797017128918967, 'batch_size': 33, 'step_size': 5, 'gamma': 0.9011443341609183}. Best is trial 2 with value: 0.0007438701757773823.[0m
[32m[I 2025-01-17 20:10:16,685][0m Trial 3 finished with value: 0.00043903998340721483 and parameters: {'observation_period_num': 90, 'train_rates': 0.9624773668769613, 'learning_rate': 0.0004396584210468854, 'batch_size': 28, 'step_size': 5, 'gamma': 0.9508491080565679}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:10:36,795][0m Trial 4 finished with value: 0.11638893156635519 and parameters: {'observation_period_num': 231, 'train_rates': 0.7313069769232456, 'learning_rate': 6.231993736322195e-06, 'batch_size': 235, 'step_size': 14, 'gamma': 0.8608698482327718}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:11:12,377][0m Trial 5 finished with value: 0.25900788044228273 and parameters: {'observation_period_num': 91, 'train_rates': 0.704172931140811, 'learning_rate': 2.9264409758920842e-06, 'batch_size': 129, 'step_size': 7, 'gamma': 0.9263087567162189}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:12:01,154][0m Trial 6 finished with value: 0.019787789940947795 and parameters: {'observation_period_num': 35, 'train_rates': 0.9555192261151519, 'learning_rate': 6.603569705714852e-05, 'batch_size': 121, 'step_size': 14, 'gamma': 0.9446216487703969}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:12:57,928][0m Trial 7 finished with value: 0.0033727532369084655 and parameters: {'observation_period_num': 179, 'train_rates': 0.9210369980435066, 'learning_rate': 0.0005747426056252044, 'batch_size': 93, 'step_size': 6, 'gamma': 0.886203733960097}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:13:18,523][0m Trial 8 finished with value: 0.04839226829505878 and parameters: {'observation_period_num': 48, 'train_rates': 0.7220588224773637, 'learning_rate': 0.00016271251214455094, 'batch_size': 238, 'step_size': 7, 'gamma': 0.7841377544773378}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:13:58,600][0m Trial 9 finished with value: 0.037815440317680096 and parameters: {'observation_period_num': 112, 'train_rates': 0.6443330380196993, 'learning_rate': 0.00012665420326710415, 'batch_size': 105, 'step_size': 9, 'gamma': 0.8800083152541758}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:17:15,798][0m Trial 10 finished with value: 0.13755015667640802 and parameters: {'observation_period_num': 88, 'train_rates': 0.8625436565619187, 'learning_rate': 2.223973687205839e-05, 'batch_size': 24, 'step_size': 1, 'gamma': 0.8256473699687017}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:20:46,139][0m Trial 11 finished with value: 0.0010438964705314212 and parameters: {'observation_period_num': 157, 'train_rates': 0.8938602575831754, 'learning_rate': 0.0008313373796247394, 'batch_size': 24, 'step_size': 2, 'gamma': 0.9403586894144341}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:22:07,006][0m Trial 12 finished with value: 0.0014038003282621503 and parameters: {'observation_period_num': 252, 'train_rates': 0.9896014488382969, 'learning_rate': 0.00034921038827563807, 'batch_size': 66, 'step_size': 4, 'gamma': 0.9787849974437033}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:23:21,266][0m Trial 13 finished with value: 0.009059620693610129 and parameters: {'observation_period_num': 140, 'train_rates': 0.7911454267983008, 'learning_rate': 0.0002762619752076056, 'batch_size': 65, 'step_size': 4, 'gamma': 0.911763269904196}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:23:52,831][0m Trial 14 finished with value: 0.004439668803306048 and parameters: {'observation_period_num': 209, 'train_rates': 0.9264296794046765, 'learning_rate': 0.0009131399087895849, 'batch_size': 177, 'step_size': 10, 'gamma': 0.8404751144776051}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:25:18,475][0m Trial 15 finished with value: 0.034319976810365915 and parameters: {'observation_period_num': 77, 'train_rates': 0.7951112643026146, 'learning_rate': 4.568617173692064e-05, 'batch_size': 56, 'step_size': 4, 'gamma': 0.9037283744515664}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:27:07,090][0m Trial 16 finished with value: 0.004535359949450162 and parameters: {'observation_period_num': 129, 'train_rates': 0.8565742481348478, 'learning_rate': 0.0003166341509413139, 'batch_size': 46, 'step_size': 3, 'gamma': 0.9515931736756712}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:32:30,681][0m Trial 17 finished with value: 0.08687523305416107 and parameters: {'observation_period_num': 11, 'train_rates': 0.9426075068198837, 'learning_rate': 1.0097134800173648e-06, 'batch_size': 17, 'step_size': 10, 'gamma': 0.9639485540169473}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:33:30,757][0m Trial 18 finished with value: 0.007315963458856696 and parameters: {'observation_period_num': 170, 'train_rates': 0.8956928086696222, 'learning_rate': 0.00010553374881716632, 'batch_size': 89, 'step_size': 5, 'gamma': 0.913877445643015}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:33:51,981][0m Trial 19 finished with value: 0.1860796728226692 and parameters: {'observation_period_num': 209, 'train_rates': 0.6027361222660761, 'learning_rate': 1.611381345881568e-05, 'batch_size': 205, 'step_size': 8, 'gamma': 0.8103024421489985}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:35:50,689][0m Trial 20 finished with value: 0.03856838354584547 and parameters: {'observation_period_num': 111, 'train_rates': 0.80918432530175, 'learning_rate': 0.0005018860594725107, 'batch_size': 41, 'step_size': 1, 'gamma': 0.8578849009640113}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:38:53,833][0m Trial 21 finished with value: 0.001419415941927582 and parameters: {'observation_period_num': 152, 'train_rates': 0.9006317047600538, 'learning_rate': 0.0006100764664519371, 'batch_size': 28, 'step_size': 2, 'gamma': 0.9417075265948668}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:40:09,836][0m Trial 22 finished with value: 0.0027526520457494697 and parameters: {'observation_period_num': 162, 'train_rates': 0.9611638218906122, 'learning_rate': 0.0008515236057595978, 'batch_size': 72, 'step_size': 3, 'gamma': 0.9287107466511063}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:42:29,776][0m Trial 23 finished with value: 0.005991756070622252 and parameters: {'observation_period_num': 199, 'train_rates': 0.8883638861877121, 'learning_rate': 0.00021389785225036514, 'batch_size': 36, 'step_size': 2, 'gamma': 0.8947384059670453}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:43:41,975][0m Trial 24 finished with value: 0.004739800579937212 and parameters: {'observation_period_num': 112, 'train_rates': 0.9645610462731149, 'learning_rate': 0.0008628940814108198, 'batch_size': 77, 'step_size': 5, 'gamma': 0.9631223211413573}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:49:01,156][0m Trial 25 finished with value: 0.0007688698979715507 and parameters: {'observation_period_num': 65, 'train_rates': 0.8656250967895972, 'learning_rate': 0.00041400577335464275, 'batch_size': 16, 'step_size': 3, 'gamma': 0.9237436993547231}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:50:52,658][0m Trial 26 finished with value: 0.0059223545231957275 and parameters: {'observation_period_num': 69, 'train_rates': 0.8628946452409855, 'learning_rate': 8.396130949298509e-05, 'batch_size': 46, 'step_size': 6, 'gamma': 0.9236237028116948}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:55:28,191][0m Trial 27 finished with value: 0.0035695620824034648 and parameters: {'observation_period_num': 52, 'train_rates': 0.7579967492033105, 'learning_rate': 0.0003941301069837682, 'batch_size': 17, 'step_size': 5, 'gamma': 0.9687133490411295}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:57:15,299][0m Trial 28 finished with value: 0.006807637600494283 and parameters: {'observation_period_num': 66, 'train_rates': 0.9350189861559953, 'learning_rate': 0.00019770574135815426, 'batch_size': 52, 'step_size': 3, 'gamma': 0.8729924230350572}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:57:51,730][0m Trial 29 finished with value: 0.06142628901305208 and parameters: {'observation_period_num': 5, 'train_rates': 0.8317850779968176, 'learning_rate': 3.1759904891545415e-05, 'batch_size': 151, 'step_size': 7, 'gamma': 0.8976905950516254}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 20:58:41,204][0m Trial 30 finished with value: 0.00639415410761204 and parameters: {'observation_period_num': 100, 'train_rates': 0.8306249314268275, 'learning_rate': 0.0005427349827591331, 'batch_size': 101, 'step_size': 6, 'gamma': 0.8518552120635069}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 21:01:16,681][0m Trial 31 finished with value: 0.0073031237209378016 and parameters: {'observation_period_num': 146, 'train_rates': 0.8984271171237709, 'learning_rate': 0.0009416851379766184, 'batch_size': 33, 'step_size': 2, 'gamma': 0.9872958881644442}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 21:05:58,340][0m Trial 32 finished with value: 0.0007741442640070562 and parameters: {'observation_period_num': 190, 'train_rates': 0.9124247998364654, 'learning_rate': 0.000251107496732081, 'batch_size': 18, 'step_size': 4, 'gamma': 0.9369320953041107}. Best is trial 3 with value: 0.00043903998340721483.[0m
[32m[I 2025-01-17 21:11:29,873][0m Trial 33 finished with value: 0.0006374717210693395 and parameters: {'observation_period_num': 198, 'train_rates': 0.9694864181272862, 'learning_rate': 0.00025532309837195827, 'batch_size': 16, 'step_size': 4, 'gamma': 0.9276531872544147}. Best is trial 3 with value: 0.00043903998340721483.[0m
