[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
/home/raikakoki/.local/lib/python3.10/site-packages/torch/backends/cuda/__init__.py:342: FutureWarning: torch.backends.cuda.sdp_kernel() is deprecated. In the future, this context manager will be removed. Please see, torch.nn.attention.sdpa_kernel() for the new context manager, with updated signature.
  warnings.warn(
Dataset created successfully.
Epoch 1/100, Training Loss: 0.3548, Validation Loss: 0.2314
Epoch 84/100, Training Loss: 0.0142, Validation Loss: 0.0245
Epoch 85/100, Training Loss: 0.0141, Validation Loss: 0.0245
Epoch 86/100, Training Loss: 0.0141, Validation Loss: 0.0244
Epoch 87/100, Training Loss: 0.0141, Validation Loss: 0.0244
Epoch 88/100, Training Loss: 0.0141, Validation Loss: 0.0244
Epoch 89/100, Training Loss: 0.0141, Validation Loss: 0.0243
Epoch 90/100, Training Loss: 0.0141, Validation Loss: 0.0243
Epoch 91/100, Training Loss: 0.0140, Validation Loss: 0.0243
Epoch 92/100, Training Loss: 0.0140, Validation Loss: 0.0243
Epoch 93/100, Training Loss: 0.0140, Validation Loss: 0.0242
Epoch 94/100, Training Loss: 0.0140, Validation Loss: 0.0242
Epoch 95/100, Training Loss: 0.0140, Validation Loss: 0.0242
Epoch 96/100, Training Loss: 0.0140, Validation Loss: 0.0242
Epoch 97/100, Training Loss: 0.0140, Validation Loss: 0.0241
Epoch 98/100, Training Loss: 0.0139, Validation Loss: 0.0241
Epoch 99/100, Training Loss: 0.0139, Validation Loss: 0.0241
Epoch 100/100, Training Loss: 0.0139, Validation Loss: 0.0241
/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py:108: FutureWarning: Series.__getitem__ treating keys as positions is deprecated. In a future version, integer keys will always be treated as labels (consistent with DataFrame behavior). To access a value by position, use `ser.iloc[pos]`
  predicted_stock_price = predicted_stock_price.cpu().numpy().flatten() * std_list[-1] + mean_list[-1]
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 118, in <module>
    print("predicted_dates"  [predicted_dates])
TypeError: string indices must be integers
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 118, in <module>
    print("predicted_dates"  [predicted_dates])
TypeError: string indices must be integers
