[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
/home/raikakoki/.local/lib/python3.10/site-packages/torch/backends/cuda/__init__.py:342: FutureWarning: torch.backends.cuda.sdp_kernel() is deprecated. In the future, this context manager will be removed. Please see, torch.nn.attention.sdpa_kernel() for the new context manager, with updated signature.
  warnings.warn(
Dataset created successfully.
Epoch 1/100, Training Loss: 0.3419, Validation Loss: 0.2421
Epoch 55/100, Training Loss: 0.0160, Validation Loss: 0.0262
Epoch 56/100, Training Loss: 0.0159, Validation Loss: 0.0261
Epoch 57/100, Training Loss: 0.0158, Validation Loss: 0.0259
Epoch 58/100, Training Loss: 0.0157, Validation Loss: 0.0258
Epoch 59/100, Training Loss: 0.0157, Validation Loss: 0.0257
Epoch 60/100, Training Loss: 0.0156, Validation Loss: 0.0256
Epoch 61/100, Training Loss: 0.0155, Validation Loss: 0.0255
Epoch 62/100, Training Loss: 0.0155, Validation Loss: 0.0254
Epoch 63/100, Training Loss: 0.0154, Validation Loss: 0.0253
Epoch 64/100, Training Loss: 0.0154, Validation Loss: 0.0252
Epoch 65/100, Training Loss: 0.0153, Validation Loss: 0.0252
Epoch 66/100, Training Loss: 0.0153, Validation Loss: 0.0251
Epoch 67/100, Training Loss: 0.0152, Validation Loss: 0.0250
Epoch 68/100, Training Loss: 0.0152, Validation Loss: 0.0250
Epoch 69/100, Training Loss: 0.0151, Validation Loss: 0.0249
Epoch 70/100, Training Loss: 0.0151, Validation Loss: 0.0248
Epoch 71/100, Training Loss: 0.0151, Validation Loss: 0.0248
Epoch 72/100, Training Loss: 0.0150, Validation Loss: 0.0247
Epoch 73/100, Training Loss: 0.0150, Validation Loss: 0.0247
Epoch 74/100, Training Loss: 0.0150, Validation Loss: 0.0246
Epoch 75/100, Training Loss: 0.0149, Validation Loss: 0.0246
Epoch 76/100, Training Loss: 0.0149, Validation Loss: 0.0245
Epoch 77/100, Training Loss: 0.0149, Validation Loss: 0.0245
Epoch 78/100, Training Loss: 0.0148, Validation Loss: 0.0244
Epoch 79/100, Training Loss: 0.0148, Validation Loss: 0.0244
Epoch 80/100, Training Loss: 0.0148, Validation Loss: 0.0243
Epoch 81/100, Training Loss: 0.0148, Validation Loss: 0.0243
Epoch 82/100, Training Loss: 0.0147, Validation Loss: 0.0243
Epoch 83/100, Training Loss: 0.0147, Validation Loss: 0.0242
Epoch 84/100, Training Loss: 0.0147, Validation Loss: 0.0242
Epoch 85/100, Training Loss: 0.0147, Validation Loss: 0.0242
Epoch 86/100, Training Loss: 0.0147, Validation Loss: 0.0242
Epoch 87/100, Training Loss: 0.0146, Validation Loss: 0.0241
Epoch 88/100, Training Loss: 0.0146, Validation Loss: 0.0241
Epoch 89/100, Training Loss: 0.0146, Validation Loss: 0.0241
Epoch 90/100, Training Loss: 0.0146, Validation Loss: 0.0240
Epoch 91/100, Training Loss: 0.0146, Validation Loss: 0.0240
Epoch 92/100, Training Loss: 0.0146, Validation Loss: 0.0240
Epoch 93/100, Training Loss: 0.0146, Validation Loss: 0.0240
Epoch 94/100, Training Loss: 0.0145, Validation Loss: 0.0240
Epoch 95/100, Training Loss: 0.0145, Validation Loss: 0.0239
Epoch 96/100, Training Loss: 0.0145, Validation Loss: 0.0239
Epoch 97/100, Training Loss: 0.0145, Validation Loss: 0.0239
/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py:110: FutureWarning: Series.__getitem__ treating keys as positions is deprecated. In a future version, integer keys will always be treated as labels (consistent with DataFrame behavior). To access a value by position, use `ser.iloc[pos]`
  predicted_stock_price = predicted_stock_prices.cpu().numpy().flatten()[0] * std_list[1] + mean_list[1]
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 117, in <module>
    predicted_stock_price = predicted_stock_price.cpu().numpy().flatten() * std_list[-1] + mean_list[-1]
AttributeError: 'numpy.float64' object has no attribute 'cpu'
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 117, in <module>
    predicted_stock_price = predicted_stock_price.cpu().numpy().flatten() * std_list[-1] + mean_list[-1]
AttributeError: 'numpy.float64' object has no attribute 'cpu'
Epoch 98/100, Training Loss: 0.0145, Validation Loss: 0.0239
Epoch 99/100, Training Loss: 0.0145, Validation Loss: 0.0239
Epoch 100/100, Training Loss: 0.0145, Validation Loss: 0.0239
