[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
/home/raikakoki/.local/lib/python3.10/site-packages/torch/backends/cuda/__init__.py:342: FutureWarning: torch.backends.cuda.sdp_kernel() is deprecated. In the future, this context manager will be removed. Please see, torch.nn.attention.sdpa_kernel() for the new context manager, with updated signature.
  warnings.warn(
Dataset created successfully.
Epoch 1/100, Training Loss: 1.1800, Validation Loss: 0.6286
Epoch 70/100, Training Loss: 0.0175, Validation Loss: 0.0250
Epoch 71/100, Training Loss: 0.0174, Validation Loss: 0.0249
Epoch 72/100, Training Loss: 0.0174, Validation Loss: 0.0248
Epoch 73/100, Training Loss: 0.0174, Validation Loss: 0.0247
Epoch 74/100, Training Loss: 0.0173, Validation Loss: 0.0247
Epoch 75/100, Training Loss: 0.0173, Validation Loss: 0.0246
Epoch 76/100, Training Loss: 0.0172, Validation Loss: 0.0245
Epoch 77/100, Training Loss: 0.0172, Validation Loss: 0.0245
Epoch 78/100, Training Loss: 0.0172, Validation Loss: 0.0244
Epoch 79/100, Training Loss: 0.0171, Validation Loss: 0.0243
Epoch 80/100, Training Loss: 0.0171, Validation Loss: 0.0243
Epoch 81/100, Training Loss: 0.0171, Validation Loss: 0.0242
Epoch 82/100, Training Loss: 0.0171, Validation Loss: 0.0242
Epoch 83/100, Training Loss: 0.0170, Validation Loss: 0.0241
Epoch 84/100, Training Loss: 0.0170, Validation Loss: 0.0241
Epoch 85/100, Training Loss: 0.0170, Validation Loss: 0.0241
Epoch 86/100, Training Loss: 0.0170, Validation Loss: 0.0240
Epoch 87/100, Training Loss: 0.0169, Validation Loss: 0.0240
Epoch 88/100, Training Loss: 0.0169, Validation Loss: 0.0240
Epoch 89/100, Training Loss: 0.0169, Validation Loss: 0.0239
Epoch 90/100, Training Loss: 0.0169, Validation Loss: 0.0239
Epoch 91/100, Training Loss: 0.0169, Validation Loss: 0.0239
Epoch 92/100, Training Loss: 0.0169, Validation Loss: 0.0238
Epoch 93/100, Training Loss: 0.0168, Validation Loss: 0.0238
Epoch 94/100, Training Loss: 0.0168, Validation Loss: 0.0238
Epoch 95/100, Training Loss: 0.0168, Validation Loss: 0.0238
Epoch 96/100, Training Loss: 0.0168, Validation Loss: 0.0237
Epoch 97/100, Training Loss: 0.0168, Validation Loss: 0.0237
Epoch 98/100, Training Loss: 0.0168, Validation Loss: 0.0237
Epoch 99/100, Training Loss: 0.0168, Validation Loss: 0.0237
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 113, in <module>
    predicted_stock_price = predicted_stock_prices[:, 1].cpu().numpy().flatten() * std_list[1] + mean_list[1]
IndexError: index 1 is out of bounds for dimension 1 with size 1
Traceback (most recent call last):
  File "/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/demo.py", line 113, in <module>
    predicted_stock_price = predicted_stock_prices[:, 1].cpu().numpy().flatten() * std_list[1] + mean_list[1]
IndexError: index 1 is out of bounds for dimension 1 with size 1
Epoch 100/100, Training Loss: 0.0168, Validation Loss: 0.0237
