[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[*********************100%%**********************]  1 of 1 completed
[32m[I 2024-10-24 16:28:42,710][0m A new study created in memory with name: no-name-1557b44c-4261-4c2f-84f9-6d695406615a[0m
/mnt/c/Users/RAIKA KOKI/B4研究/Multi_iTransformer/optunademo.py:82: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  learning_rate = trial.suggest_loguniform('learning_rate', 1e-6, 1e-2)
/home/raikakoki/.local/lib/python3.10/site-packages/torch/backends/cuda/__init__.py:342: FutureWarning: torch.backends.cuda.sdp_kernel() is deprecated. In the future, this context manager will be removed. Please see, torch.nn.attention.sdpa_kernel() for the new context manager, with updated signature.
  warnings.warn(
[32m[I 2024-10-24 16:28:44,406][0m Trial 0 finished with value: 2.641734134803698 and parameters: {'learning_rate': 4.6687342500674125e-05, 'batch_size': 112, 'step_size': 3, 'gamma': 0.9389692933959777, 'depth': 4, 'dim': 104}. Best is trial 0 with value: 2.641734134803698.[0m
[32m[I 2024-10-24 16:32:37,849][0m Trial 38 finished with value: 1.9723599839557722 and parameters: {'learning_rate': 0.006720316024680348, 'batch_size': 73, 'step_size': 11, 'gamma': 0.7743697349710285, 'depth': 6, 'dim': 77}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:32:41,508][0m Trial 39 finished with value: 2.0574258195543753 and parameters: {'learning_rate': 0.00338142723229322, 'batch_size': 46, 'step_size': 10, 'gamma': 0.9242367489217299, 'depth': 3, 'dim': 238}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:32:42,677][0m Trial 40 finished with value: 1.7015861330680477 and parameters: {'learning_rate': 7.259544917490326e-05, 'batch_size': 136, 'step_size': 14, 'gamma': 0.8202984698974819, 'depth': 5, 'dim': 28}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:32:51,022][0m Trial 41 finished with value: 1.0788390935190673 and parameters: {'learning_rate': 0.0012327334660530828, 'batch_size': 26, 'step_size': 14, 'gamma': 0.9309364065440843, 'depth': 6, 'dim': 194}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:32:56,982][0m Trial 42 finished with value: 0.7435612388461539 and parameters: {'learning_rate': 0.0006281095982986458, 'batch_size': 75, 'step_size': 5, 'gamma': 0.916965216793761, 'depth': 6, 'dim': 236}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:02,557][0m Trial 43 finished with value: 1.3412553320810632 and parameters: {'learning_rate': 0.00019024184062832816, 'batch_size': 158, 'step_size': 4, 'gamma': 0.8769172506430899, 'depth': 6, 'dim': 211}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:07,258][0m Trial 44 finished with value: 1.0128506966007567 and parameters: {'learning_rate': 0.0006336398008227491, 'batch_size': 56, 'step_size': 6, 'gamma': 0.9654942433734093, 'depth': 6, 'dim': 173}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:12,503][0m Trial 45 finished with value: 0.97021159630956 and parameters: {'learning_rate': 0.00025888238975885013, 'batch_size': 39, 'step_size': 4, 'gamma': 0.909420145055439, 'depth': 4, 'dim': 238}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:16,779][0m Trial 46 finished with value: 0.8808126413417094 and parameters: {'learning_rate': 0.00041423109800399526, 'batch_size': 83, 'step_size': 7, 'gamma': 0.798436156242622, 'depth': 4, 'dim': 231}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:20,952][0m Trial 47 finished with value: 1.6212027883066715 and parameters: {'learning_rate': 0.002426828541828809, 'batch_size': 16, 'step_size': 5, 'gamma': 0.7880394516925808, 'depth': 5, 'dim': 50}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:25,385][0m Trial 48 finished with value: 1.6540865412036192 and parameters: {'learning_rate': 0.0014380545022114068, 'batch_size': 70, 'step_size': 7, 'gamma': 0.8605954364484223, 'depth': 6, 'dim': 181}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:29,386][0m Trial 49 finished with value: 2.0107843985835325 and parameters: {'learning_rate': 0.00993008092400506, 'batch_size': 27, 'step_size': 8, 'gamma': 0.836764173952965, 'depth': 3, 'dim': 191}. Best is trial 5 with value: 0.4202648621161007.[0m
[32m[I 2024-10-24 16:33:29,386][0m A new study created in memory with name: no-name-3f598476-bb18-4923-a5e7-af6b852f9bbb[0m
[32m[I 2024-10-24 16:33:32,236][0m Trial 0 finished with value: 1.3277883622433664 and parameters: {'learning_rate': 0.004583116973445864, 'batch_size': 37, 'step_size': 15, 'gamma': 0.8997457048265245, 'depth': 2, 'dim': 235}. Best is trial 0 with value: 1.3277883622433664.[0m
[32m[I 2024-10-24 16:33:34,373][0m Trial 1 finished with value: 3.222241416718196 and parameters: {'learning_rate': 1.0557309847960905e-06, 'batch_size': 167, 'step_size': 10, 'gamma': 0.759809418612698, 'depth': 3, 'dim': 196}. Best is trial 0 with value: 1.3277883622433664.[0m
[32m[I 2024-10-24 16:33:36,354][0m Trial 2 finished with value: 4.8744904057493486 and parameters: {'learning_rate': 4.29757103889918e-05, 'batch_size': 74, 'step_size': 14, 'gamma': 0.9805529013809786, 'depth': 3, 'dim': 156}. Best is trial 0 with value: 1.3277883622433664.[0m
[32m[I 2024-10-24 16:33:40,428][0m Trial 3 finished with value: 1.007859128048119 and parameters: {'learning_rate': 1.577102257764606e-06, 'batch_size': 74, 'step_size': 14, 'gamma': 0.7941362273793324, 'depth': 4, 'dim': 236}. Best is trial 3 with value: 1.007859128048119.[0m
[32m[I 2024-10-24 16:33:43,067][0m Trial 4 finished with value: 1.1812289319570781 and parameters: {'learning_rate': 0.00010150350404229015, 'batch_size': 168, 'step_size': 6, 'gamma': 0.7558794150191491, 'depth': 4, 'dim': 186}. Best is trial 3 with value: 1.007859128048119.[0m
[32m[I 2024-10-24 16:33:45,770][0m Trial 5 finished with value: 1.214980547723261 and parameters: {'learning_rate': 0.00045187008173345144, 'batch_size': 125, 'step_size': 7, 'gamma': 0.86900955574967, 'depth': 4, 'dim': 177}. Best is trial 3 with value: 1.007859128048119.[0m
[32m[I 2024-10-24 16:33:47,913][0m Trial 6 finished with value: 8.817207830623516 and parameters: {'learning_rate': 3.6595254336459106e-06, 'batch_size': 153, 'step_size': 15, 'gamma': 0.9293888711717729, 'depth': 5, 'dim': 116}. Best is trial 3 with value: 1.007859128048119.[0m
[32m[I 2024-10-24 16:33:49,426][0m Trial 7 finished with value: 0.8053780287793539 and parameters: {'learning_rate': 0.0013149370183087336, 'batch_size': 183, 'step_size': 4, 'gamma': 0.8604911599767853, 'depth': 6, 'dim': 64}. Best is trial 7 with value: 0.8053780287793539.[0m
[32m[I 2024-10-24 16:33:51,595][0m Trial 8 finished with value: 1.1299871220750717 and parameters: {'learning_rate': 9.173657222198048e-05, 'batch_size': 119, 'step_size': 4, 'gamma': 0.7897901910554773, 'depth': 3, 'dim': 182}. Best is trial 7 with value: 0.8053780287793539.[0m
[32m[I 2024-10-24 16:33:52,611][0m Trial 9 finished with value: 2.4480946035061066 and parameters: {'learning_rate': 5.313599536523213e-06, 'batch_size': 105, 'step_size': 15, 'gamma': 0.9106428732428045, 'depth': 4, 'dim': 27}. Best is trial 7 with value: 0.8053780287793539.[0m
[32m[I 2024-10-24 16:33:54,144][0m Trial 10 finished with value: 1.2159955024140552 and parameters: {'learning_rate': 0.0037176399232328617, 'batch_size': 238, 'step_size': 1, 'gamma': 0.8447806941981738, 'depth': 6, 'dim': 72}. Best is trial 7 with value: 0.8053780287793539.[0m
[32m[I 2024-10-24 16:33:59,878][0m Trial 11 finished with value: 0.5905052483515832 and parameters: {'learning_rate': 0.0008923599671225989, 'batch_size': 221, 'step_size': 10, 'gamma': 0.822088198778526, 'depth': 6, 'dim': 255}. Best is trial 11 with value: 0.5905052483515832.[0m
[32m[I 2024-10-24 16:34:02,479][0m Trial 12 finished with value: 0.5569168186014138 and parameters: {'learning_rate': 0.0013041545945323093, 'batch_size': 227, 'step_size': 11, 'gamma': 0.8335714711953598, 'depth': 6, 'dim': 119}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:04,853][0m Trial 13 finished with value: 0.8963793082144654 and parameters: {'learning_rate': 0.0005225045416059039, 'batch_size': 252, 'step_size': 11, 'gamma': 0.8233919875007318, 'depth': 6, 'dim': 117}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:07,287][0m Trial 14 finished with value: 1.1238403378181088 and parameters: {'learning_rate': 0.009629225935090647, 'batch_size': 208, 'step_size': 11, 'gamma': 0.8229638174739979, 'depth': 5, 'dim': 135}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:08,884][0m Trial 15 finished with value: 0.8425577468085057 and parameters: {'learning_rate': 0.0010043273596749803, 'batch_size': 214, 'step_size': 10, 'gamma': 0.8111581515592848, 'depth': 5, 'dim': 90}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:14,574][0m Trial 16 finished with value: 1.6988173642204802 and parameters: {'learning_rate': 0.00018203480003915507, 'batch_size': 208, 'step_size': 12, 'gamma': 0.8432763782744209, 'depth': 6, 'dim': 256}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:15,662][0m Trial 17 finished with value: 3.170901891097282 and parameters: {'learning_rate': 2.0029425221634533e-05, 'batch_size': 228, 'step_size': 9, 'gamma': 0.8888923639471531, 'depth': 5, 'dim': 33}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:20,188][0m Trial 18 finished with value: 1.197680813160915 and parameters: {'learning_rate': 0.002037979943783672, 'batch_size': 193, 'step_size': 8, 'gamma': 0.7800034151581138, 'depth': 6, 'dim': 213}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:22,800][0m Trial 19 finished with value: 0.6246949193402401 and parameters: {'learning_rate': 0.0003544518419259452, 'batch_size': 247, 'step_size': 12, 'gamma': 0.9496734382779177, 'depth': 5, 'dim': 154}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:25,045][0m Trial 20 finished with value: 5.165067297451705 and parameters: {'learning_rate': 0.0027327028434994405, 'batch_size': 147, 'step_size': 6, 'gamma': 0.8452392153457909, 'depth': 6, 'dim': 102}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:27,649][0m Trial 21 finished with value: 1.0782184832304427 and parameters: {'learning_rate': 0.0003790303837191009, 'batch_size': 253, 'step_size': 12, 'gamma': 0.9871879637384946, 'depth': 5, 'dim': 151}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:30,105][0m Trial 22 finished with value: 2.0145894543638505 and parameters: {'learning_rate': 0.0006813451729731226, 'batch_size': 233, 'step_size': 13, 'gamma': 0.9496104206331772, 'depth': 5, 'dim': 148}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:31,539][0m Trial 23 finished with value: 0.9859021531725393 and parameters: {'learning_rate': 0.00023168403791321452, 'batch_size': 192, 'step_size': 9, 'gamma': 0.9564383113618946, 'depth': 6, 'dim': 51}. Best is trial 12 with value: 0.5569168186014138.[0m
[32m[I 2024-10-24 16:34:35,121][0m Trial 24 finished with value: 0.5210386654995021 and parameters: {'learning_rate': 0.0015923045153572594, 'batch_size': 223, 'step_size': 12, 'gamma': 0.8827824751810952, 'depth': 5, 'dim': 210}. Best is trial 24 with value: 0.5210386654995021.[0m
[32m[I 2024-10-24 16:34:40,622][0m Trial 25 finished with value: 2.408567930309518 and parameters: {'learning_rate': 0.0015587398504814571, 'batch_size': 221, 'step_size': 10, 'gamma': 0.8774405190780098, 'depth': 6, 'dim': 254}. Best is trial 24 with value: 0.5210386654995021.[0m
[32m[I 2024-10-24 16:34:44,695][0m Trial 26 finished with value: 1.1308839665454569 and parameters: {'learning_rate': 0.008147785179074251, 'batch_size': 182, 'step_size': 13, 'gamma': 0.8111278599766295, 'depth': 5, 'dim': 220}. Best is trial 24 with value: 0.5210386654995021.[0m
[32m[I 2024-10-24 16:34:49,202][0m Trial 27 finished with value: 0.4538347800669161 and parameters: {'learning_rate': 0.0009090982374412947, 'batch_size': 205, 'step_size': 8, 'gamma': 0.8594475193416866, 'depth': 6, 'dim': 211}. Best is trial 27 with value: 0.4538347800669161.[0m
[32m[I 2024-10-24 16:34:52,920][0m Trial 28 finished with value: 1.4000781033802958 and parameters: {'learning_rate': 0.00497995780261955, 'batch_size': 200, 'step_size': 8, 'gamma': 0.914401931226849, 'depth': 5, 'dim': 211}. Best is trial 27 with value: 0.4538347800669161.[0m
[32m[I 2024-10-24 16:34:54,330][0m Trial 29 finished with value: 1.4437831894865314 and parameters: {'learning_rate': 0.005172401148337693, 'batch_size': 159, 'step_size': 5, 'gamma': 0.8925713743176149, 'depth': 2, 'dim': 169}. Best is trial 27 with value: 0.4538347800669161.[0m
[32m[I 2024-10-24 16:35:00,974][0m Trial 30 finished with value: 0.3393995355344513 and parameters: {'learning_rate': 0.00014625074393821534, 'batch_size': 16, 'step_size': 9, 'gamma': 0.8525794434598064, 'depth': 6, 'dim': 130}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:04,372][0m Trial 31 finished with value: 1.269428327390291 and parameters: {'learning_rate': 2.086195756410359e-05, 'batch_size': 46, 'step_size': 7, 'gamma': 0.8557416545332416, 'depth': 6, 'dim': 111}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:08,973][0m Trial 32 finished with value: 0.9108556029432028 and parameters: {'learning_rate': 0.00016754630515494696, 'batch_size': 31, 'step_size': 9, 'gamma': 0.8787752106354567, 'depth': 6, 'dim': 136}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:14,308][0m Trial 33 finished with value: 1.9758363626535655 and parameters: {'learning_rate': 0.0022405726789081052, 'batch_size': 93, 'step_size': 11, 'gamma': 0.8409041266005153, 'depth': 6, 'dim': 232}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:18,853][0m Trial 34 finished with value: 0.6734106575401084 and parameters: {'learning_rate': 3.710205125384132e-05, 'batch_size': 46, 'step_size': 8, 'gamma': 0.8671602049073085, 'depth': 5, 'dim': 194}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:22,522][0m Trial 35 finished with value: 0.7403679851768086 and parameters: {'learning_rate': 9.6257650312445e-05, 'batch_size': 172, 'step_size': 13, 'gamma': 0.9058721278673149, 'depth': 6, 'dim': 167}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:25,586][0m Trial 36 finished with value: 0.35256387821389634 and parameters: {'learning_rate': 0.0007635898962160727, 'batch_size': 17, 'step_size': 14, 'gamma': 0.8822930027696659, 'depth': 3, 'dim': 92}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:27,256][0m Trial 37 finished with value: 0.7475010479248844 and parameters: {'learning_rate': 0.00025168847187861845, 'batch_size': 66, 'step_size': 15, 'gamma': 0.9223394332169246, 'depth': 3, 'dim': 92}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:30,831][0m Trial 38 finished with value: 0.5959046808550659 and parameters: {'learning_rate': 6.304395451411858e-05, 'batch_size': 24, 'step_size': 14, 'gamma': 0.8847872705536881, 'depth': 2, 'dim': 200}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:32,636][0m Trial 39 finished with value: 0.6063776172480537 and parameters: {'learning_rate': 0.0006790879234344216, 'batch_size': 60, 'step_size': 14, 'gamma': 0.8570068728564451, 'depth': 4, 'dim': 79}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:34,334][0m Trial 40 finished with value: 0.8914199361523378 and parameters: {'learning_rate': 0.000888966238029813, 'batch_size': 88, 'step_size': 7, 'gamma': 0.8980517403885026, 'depth': 3, 'dim': 129}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:35,948][0m Trial 41 finished with value: 0.7278660951019491 and parameters: {'learning_rate': 0.00130150046051228, 'batch_size': 40, 'step_size': 11, 'gamma': 0.8710630568448067, 'depth': 2, 'dim': 121}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:39,555][0m Trial 42 finished with value: 2.422749378329631 and parameters: {'learning_rate': 0.0035769548362611847, 'batch_size': 21, 'step_size': 9, 'gamma': 0.8552711601736009, 'depth': 4, 'dim': 100}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:43,671][0m Trial 43 finished with value: 0.9393165085500884 and parameters: {'learning_rate': 0.0014083299015911744, 'batch_size': 16, 'step_size': 13, 'gamma': 0.8344577534250037, 'depth': 3, 'dim': 145}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:45,025][0m Trial 44 finished with value: 0.9035465381677869 and parameters: {'learning_rate': 0.0005305576185355013, 'batch_size': 134, 'step_size': 12, 'gamma': 0.8678690558804464, 'depth': 4, 'dim': 53}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:48,557][0m Trial 45 finished with value: 0.8112470471453899 and parameters: {'learning_rate': 0.00029128367847741643, 'batch_size': 241, 'step_size': 2, 'gamma': 0.8322327730692605, 'depth': 6, 'dim': 169}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:53,316][0m Trial 46 finished with value: 0.8539657304877216 and parameters: {'learning_rate': 0.0001341487081457737, 'batch_size': 225, 'step_size': 10, 'gamma': 0.8039477065608299, 'depth': 5, 'dim': 233}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:55,441][0m Trial 47 finished with value: 0.4060416923998629 and parameters: {'learning_rate': 0.0018195306001353754, 'batch_size': 118, 'step_size': 14, 'gamma': 0.9296828310960561, 'depth': 6, 'dim': 84}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:56,782][0m Trial 48 finished with value: 0.7055130192955721 and parameters: {'learning_rate': 0.0025890683417043843, 'batch_size': 116, 'step_size': 15, 'gamma': 0.9317251856904379, 'depth': 3, 'dim': 90}. Best is trial 30 with value: 0.3393995355344513.[0m
[32m[I 2024-10-24 16:35:58,850][0m Trial 49 finished with value: 1.39962282990223 and parameters: {'learning_rate': 0.006019319350482418, 'batch_size': 53, 'step_size': 14, 'gamma': 0.9729685898975241, 'depth': 4, 'dim': 77}. Best is trial 30 with value: 0.3393995355344513.[0m
Best hyperparameters (trend): {'learning_rate': 0.0008284970751536189, 'batch_size': 137, 'step_size': 3, 'gamma': 0.7686380697655028, 'depth': 4, 'dim': 156}
Best hyperparameters (seasonal): {'learning_rate': 0.00027533087707334674, 'batch_size': 16, 'step_size': 10, 'gamma': 0.8435836190107266, 'depth': 4, 'dim': 201}
Best hyperparameters (resid): {'learning_rate': 0.00014625074393821534, 'batch_size': 16, 'step_size': 9, 'gamma': 0.8525794434598064, 'depth': 6, 'dim': 130}
